word,pinyin,context
实习,shí xí,我在**实习**。 → Я на стажировке.
实现,shí xiàn,我**实现**了梦想。 → Я осуществил мечту.
实验,shí yàn,这是个**实验**。 → Это эксперимент.
实用,shí yòng,这很**实用**。 → Это очень практично.
食物,shí wù,**食物**充足。 → Еды достаточно.
使劲儿,shǐ jìnr,**使劲儿**推。 → Толкайте сильнее.
始终,shǐ zhōng,他**始终**没说话。 → Он всё это время не говорил.
士兵,shì bīng,**士兵**很勇敢。 → Солдат смелый.
势力,shì lì,他的**势力**很大。 → У него большое влияние.
事实,shì shí,这是**事实**。 → Это факт.
事物,shì wù,事**事物**有联系。 → Все вещи связаны.
事先,shì xiān,**事先**没准备。 → Заранее не подготовился.
试卷,shì juàn,**试卷**很难。 → Тест трудный.
似的,shì de,他像孩子**似的**。 → Он словно ребёнок.
是否,shì fǒu,你**是否**愿意？ → Согласны ли вы?
适合,shì hé,这衣服**适合**你。 → Эта одежда тебе подходит.
适应,shì yìng,我**适应**了这里。 → Я привык здесь.
收获,shōu huò,这次有**收获**。 → На этот раз есть результат.
收据,shōu jù,请保留**收据**。 → Пожалуйста сохраните квитанцию.
手工,shǒu gōng,这是**手工**制作。 → Это ручная работа.
手术,shǒu shù,他做了**手术**。 → Ему сделали операцию.
手套,shǒu tào,冬天戴**手套**。 → Зимой носят перчатки.
手续,shǒu xù,办**手续**。 → Оформить документы.
手指,shǒu zhǐ,**手指**疼。 → Палец болит.
首,shǒu,这是第一**首**歌。 → Это первая песня.
寿命,shòu mìng,他**寿命**长。 → У него долгая жизнь.
受伤,shòu shāng,他**受伤**了。 → Он ранен.
书架,shū jià,**书架**上有书。 → На полке есть книги.
梳子,shū zi,请把**梳子**给我。 → Пожалуйста дайте мне расчёску.
舒适,shū shì,这沙发很**舒适**。 → Этот диван удобный.
输入,shū rù,请**输入**密码。 → Пожалуйста введите пароль.
蔬菜,shū cài,**蔬菜**新鲜。 → Овощи свежие.
熟练,shú liàn,他操作**熟练**。 → Он умело работает.
属于,shǔ yú,这**属于**我。 → Это принадлежит мне.
鼠标,shǔ biāo,**鼠标**坏了。 → Мышь сломалась.
数据,shù jù,**数据**很重要。 → Данные очень важны.
数码,shù mǎ,这是**数码**相机。 → Это цифровая камера.
摔倒,shuāi dǎo,他**摔倒**了。 → Он упал.
甩,shuǎi,他**甩**了我。 → Он бросил меня.
双方,shuāng fāng,**双方**达成协议。 → Обе стороны достигли соглашения.
税,shuì,要交**税**。 → Нужно платить налог.
说不定,shuō bu dìng,**说不定**他来。 → Возможно он придёт.
说服,shuō fú,我**说服**了他。 → Я убедил его.
丝绸,sī chóu,**丝绸**很贵。 → Шёлк дорогой.
丝毫,sī háo,**丝毫**没有变化。 → Нет никаких изменений.
私人,sī rén,这是**私人**问题。 → Это личный вопрос.
思考,sī kǎo,他在**思考**。 → Он размышляет.
思想,sī xiǎng,他的**思想**先进。 → Его мысли передовые.
似乎,sì hū,他**似乎**生气了。 → Он кажется рассердился.
撕,sī,他**撕**碎了信。 → Он порвал письмо.
随时,suí shí,**随时**联系。 → Связывайтесь в любое время.
随手,suí shǒu,**随手**关门。 → Закрывайте дверь за собой.
碎,suì,玻璃**碎**了。 → Стекло разбилось.
损失,sǔn shī,**损失**很大。 → Убытки большие.
缩短,suō duǎn,**缩短**时间。 → Сократить время.
所,suǒ,我**所**说的都是真的。 → Всё то что я сказал правда.
锁,suǒ,门**锁**了。 → Дверь заперта.
台阶,tái jiē,**台阶**很高。 → Ступеньки высокие.
太极拳,tài jí quán,他练**太极拳**。 → Он занимается тайцзи.
太太,tài tai,他**太太**很美。 → Его жена красивая.
谈判,tán pàn,我们在**谈判**。 → Мы ведём переговоры.
坦率,tǎn shuài,他很**坦率**。 → Он откровенный.
烫,tàng,水很**烫**。 → Вода горячая.
桃,táo,**桃**子很甜。 → Персик сладкий.
逃,táo,他**逃**走了。 → Он сбежал.
逃避,táo bì,别**逃避**问题。 → Не убегайте от проблем.
讨价还价,tǎo jià huán jià,他喜欢**讨价还价**。 → Он любит торговаться.
套,tào,这**套**衣服很贵。 → Этот костюм дорогой.
特色,tè sè,这是**特色**菜。 → Это фирменное блюдо.
特殊,tè shū,这种情况很**特殊**。 → Эта ситуация особая.
特征,tè zhēng,他有什么**特征**？ → Какие у него черты?
疼爱,téng ài,妈妈**疼爱**孩子。 → Мама любит ребёнка.
提倡,tí chàng,**提倡**节约。 → Поощрять экономию.
提纲,tí gāng,请写**提纲**。 → Пожалуйста напишите план.
提问,tí wèn,请**提问**。 → Пожалуйста задайте вопрос.
题目,tí mù,这个**题目**很有趣。 → Эта тема интересная.
体会,tǐ huì,我有深刻的**体会**。 → У меня глубокие переживания.
体积,tǐ jī,这个箱子**体积**大。 → Этот ящик большого объёма.
体贴,tǐ tiē,他很**体贴**。 → Он внимательный.
体现,tǐ xiàn,这**体现**了他的精神。 → Это отражает его дух.
体验,tǐ yàn,我**体验**了一下。 → Я попробовал.
天空,tiān kōng,**天空**很蓝。 → Небо голубое.
天真,tiān zhēn,孩子很**天真**。 → Дети наивные.
田野,tián yě,**田野**很美。 → Поля красивые.
调皮,tiáo pí,这孩子很**调皮**。 → Этот ребёнок озорной.
调整,tiáo zhěng,**调整**计划。 → Скорректировать план.
挑战,tiǎo zhàn,这是**挑战**。 → Это вызов.
通常,tōng cháng,我**通常**七点起床。 → Я обычно встаю в семь.
统一,tǒng yī,意见要**统一**。 → Мнения должны быть едины.
痛苦,tòng kǔ,他很**痛苦**。 → Он страдает.
痛快,tòng kuài,**痛快**玩一场。 → Развлечёмся вволю.
偷,tōu,有人**偷**了我的钱。 → Кто-то украл мои деньги.
投入,tóu rù,他**投入**工作。 → Он увлечён работой.
投资,tóu zī,他**投资**股票。 → Он инвестирует в акции.
透明,tòu míng,这块玻璃很**透明**。 → Это стекло прозрачное.
突出,tū chū,他表现**突出**。 → Он выделяется.
土地,tǔ dì,**土地**肥沃。 → Земля плодородная.
土豆,tǔ dòu,我喜欢吃**土豆**。 → Я люблю картошку.
吐,tǔ,他**吐**了。 → Его вырвало.
兔子,tù zi,**兔子**很可爱。 → Кролик милый.
团,tuán,这是一**团**毛线。 → Это клубок шерсти.
推辞,tuī cí,他**推辞**了我的邀请。 → Он отклонил моё приглашение.
推广,tuī guǎng,**推广**这个产品。 → Продвигать этот продукт.
推荐,tuī jiàn,我**推荐**这本书。 → Я рекомендую эту книгу.
退,tuì,请**退**一步。 → Пожалуйста отойдите на шаг.
退步,tuì bù,他成绩**退步**了。 → Его оценки ухудшились.
退休,tuì xiū,他**退休**了。 → Он на пенсии.
歪,wāi,这画挂**歪**了。 → Картина повешена криво.
外公,wài gōng,我**外公**很慈祥。 → Мой дедушка по матери добрый.
外交,wài jiāo,**外交**很重要。 → Дипломатия важна.
玩具,wán jù,孩子喜欢**玩具**。 → Дети любят игрушки.
完美,wán měi,他追求**完美**。 → Он стремится к совершенству.
完善,wán shàn,系统很**完善**。 → Система совершенна.
完整,wán zhěng,资料很**完整**。 → Материалы полные.
万一,wàn yī,**万一**下雨呢？ → А если пойдёт дождь?
王子,wáng zǐ,**王子**很英俊。 → Принц красив.
往返,wǎng fǎn,**往返**机票。 → Билет туда и обратно.
危害,wēi hài,**危害**健康。 → Вредить здоровью.
威胁,wēi xié,这是**威胁**。 → Это угроза.
微笑,wēi xiào,她**微笑**着。 → Она улыбается.
违反,wéi fǎn,**违反**规定。 → Нарушать правила.
围巾,wéi jīn,她戴着**围巾**。 → На ней шарф.
围绕,wéi rào,**围绕**这个主题。 → Вокруг этой темы.
唯一,wéi yī,这是**唯一**选择。 → Это единственный выбор.
维护,wéi hù,**维护**和平。 → Защищать мир.
伟大,wěi dà,他很**伟大**。 → Он великий.
尾巴,wěi ba,小狗摇**尾巴**。 → Щенок виляет хвостом.
委屈,wěi qū,她感到**委屈**。 → Она чувствует обиду.
卫生间,wèi shēng jiān,**卫生间**在哪里？ → Где туалет?
未必,wèi bì,**未必**是这样。 → Не обязательно так.
未来,wèi lái,**未来**充满希望。 → Будущее полно надежды.
位置,wèi zhì,这是好**位置**。 → Это хорошее место.
胃,wèi,**胃**疼。 → Желудок болит.
胃口,wèi kǒu,我没**胃口**。 → У меня нет аппетита.
温暖,wēn nuǎn,**温暖**的家。 → Тёплый дом.
温柔,wēn róu,她很**温柔**。 → Она нежная.
文件,wén jiàn,请把**文件**给我。 → Пожалуйста дайте мне документы.
文具,wén jù,这是**文具**店。 → Это магазин канцтоваров.
文明,wén míng,**文明**社会。 → Цивилизованное общество.
文学,wén xué,他喜欢**文学**。 → Он любит литературу.
文字,wén zì,汉字是**文字**。 → Иероглифы это письменность.
闻,wén,**闻**一下。 → Понюхайте.
吻,wěn,他**吻**了她。 → Он поцеловал её.
稳定,wěn dìng,工作**稳定**。 → Работа стабильная.
问候,wèn hòu,代我**问候**他。 → Передайте ему мои приветы.
卧室,wò shì,**卧室**很大。 → Спальня большая.
握手,wò shǒu,我们**握手**。 → Мы пожали руки.
屋子,wū zi,**屋子**很干净。 → Комната чистая.
无奈,wú nài,我很**无奈**。 → Я в безвыходном положении.
无数,wú shù,**无数**次。 → Бесчисленное количество раз.
无所谓,wú suǒ wèi,我**无所谓**。 → Мне всё равно.
武器,wǔ qì,**武器**很危险。 → Оружие опасно.
武术,wǔ shù,他练**武术**。 → Он занимается боевыми искусствами.
雾,wù,**雾**很大。 → Туман густой.
物理,wù lǐ,我学**物理**。 → Я изучаю физику.
物质,wù zhì,**物质**生活。 → Материальная жизнь.
误会,wù huì,这是**误会**。 → Это недоразумение.
吸取,xī qǔ,**吸取**经验。 → Извлекать опыт.
吸收,xī shōu,植物**吸收**水分。 → Растения впитывают воду.
戏剧,xì jù,我喜欢看**戏剧**。 → Я люблю смотреть драмы.
系统,xì tǒng,这个**系统**很好。 → Эта система хорошая.
细节,xì jié,**细节**很重要。 → Детали важны.
瞎,xiā,他眼睛**瞎**了。 → У него ослепли глаза.
下载,xià zài,请**下载**文件。 → Пожалуйста скачайте файл.
吓,xià,你**吓**我了。 → Ты меня напугал.
夏令营,xià lìng yíng,**夏令营**很有趣。 → Летний лагерь интересный.
鲜艳,xiān yàn,这朵花很**鲜艳**。 → Этот цветок яркий.
显得,xiǎn de,他**显得**很累。 → Он выглядит усталым.
显然,xiǎn rán,**显然**他错了。 → Очевидно он не прав.
显示,xiǎn shì,屏幕**显示**信息。 → Экран показывает информацию.
县,xiàn,他来自这个**县**。 → Он из этого уезда.
现代,xiàn dài,这是**现代**化的设备。 → Это современное оборудование.
现实,xiàn shí,面对**现实**。 → Смотрите в лицо реальности.
现象,xiàn xiàng,这种**现象**常见。 → Это явление обычное.
限制,xiàn zhì,有时间**限制**。 → Есть ограничение по времени.
线索,xiàn suǒ,找到了**线索**。 → Нашёл зацепку.
相处,xiāng chǔ,他们**相处**得很好。 → Они хорошо ладят.
相当,xiāng dāng,他**相当**聪明。 → Он довольно умный.
相对,xiāng duì,**相对**来说便宜。 → Относительно дёшево.
相关,xiāng guān,这两件事**相关**。 → Эти два дела связаны.
相似,xiāng sì,我们很**相似**。 → Мы похожи.
香肠,xiāng cháng,我买了**香肠**。 → Я купил колбасу.
享受,xiǎng shòu,**享受**生活。 → Наслаждайтесь жизнью.
想念,xiǎng niàn,我**想念**家人。 → Я скучаю по семье.
想象,xiǎng xiàng,**想象**一下。 → Представьте себе.
项,xiàng,这**项**工作很重要。 → Эта работа важная.
项链,xiàng liàn,她戴着**项链**。 → На ней ожерелье.
项目,xiàng mù,这是新**项目**。 → Это новый проект.
象棋,xiàng qí,我喜欢下**象棋**。 → Я люблю играть в шахматы.
象征,xiàng zhēng,这是**象征**。 → Это символ.
消费,xiāo fèi,他喜欢**消费**。 → Он любит тратить деньги.
消化,xiāo huà,**消化**不良。 → Несварение.
消极,xiāo jí,他态度**消极**。 → У него пассивное отношение.
消失,xiāo shī,他**消失**了。 → Он исчез.
销售,xiāo shòu,他做**销售**。 → Он занимается продажами.
小麦,xiǎo mài,**小麦**丰收。 → Богатый урожай пшеницы.
小气,xiǎo qi,他很**小气**。 → Он скупой.
孝顺,xiào shùn,他很**孝顺**。 → Он почтительный.
效率,xiào lǜ,提高**效率**。 → Повысить эффективность.
歇,xiē,**歇**一会儿。 → Отдохните немного.
斜,xié,墙**斜**了。 → Стена наклонилась.
写作,xiě zuò,他喜欢**写作**。 → Он любит писать.
血,xuè,他在流**血**。 → У него идёт кровь.
心理,xīn lǐ,**心理**健康。 → Психическое здоровье.
心脏,xīn zàng,**心脏**很重要。 → Сердце очень важно.
欣赏,xīn shǎng,我**欣赏**你。 → Я ценю тебя.
信号,xìn hào,**信号**很弱。 → Сигнал слабый.
信任,xìn rèn,我**信任**你。 → Я доверяю тебе.
形成,xíng chéng,这**形成**了习惯。 → Это вошло в привычку.
形容,xíng róng,无法**形容**。 → Невозможно описать.
形式,xíng shì,这是新**形式**。 → Это новая форма.
形势,xíng shì,**形势**严峻。 → Ситуация серьёзная.
形状,xíng zhuàng,这是什么**形状**？ → Какая это форма?
行动,xíng dòng,采取**行动**。 → Действовать.
行人,xíng rén,**行人**很多。 → Много пешеходов.
行为,xíng wéi,这是不好的**行为**。 → Это плохое поведение.
醒,xǐng,我**醒**了。 → Я проснулся.
幸亏,xìng kuī,**幸亏**你来了。 → Хорошо что ты пришёл.
幸运,xìng yùn,他很**幸运**。 → Ему повезло.
性别,xìng bié,**性别**男。 → Пол мужской.
性格,xìng gé,他**性格**好。 → У него хороший характер.
性质,xìng zhì,这件事**性质**严重。 → Это дело серьёзного характера.
胸,xiōng,**胸**口疼。 → Болит в груди.
兄弟,xiōng dì,他是我**兄弟**。 → Он мой брат.
雄伟,xióng wěi,山很**雄伟**。 → Горы величественные.
休闲,xiū xián,**休闲**时光。 → Свободное время.
修改,xiū gǎi,请**修改**一下。 → Пожалуйста исправьте.
虚心,xū xīn,要**虚心**学习。 → Нужно учиться со смирением.
叙述,xù shù,他**叙述**了经过。 → Он рассказал о произошедшем.
宣布,xuān bù,他**宣布**了消息。 → Он объявил новость.
宣传,xuān chuán,**宣传**很重要。 → Реклама важна.
学历,xué lì,他**学历**高。 → У него высокое образование.
学术,xué shù,他从事**学术**研究。 → Он занимается научными исследованиями.
学问,xué wen,他很有**学问**。 → Он очень образованный.
寻找,xún zhǎo,我在**寻找**他。 → Я ищу его.
询问,xún wèn,请**询问**一下。 → Пожалуйста спросите.
训练,xùn liàn,他在**训练**。 → Он тренируется.
迅速,xùn sù,**迅速**离开。 → Быстро уходи.
压力,yā lì,工作**压力**大。 → Большая нагрузка по работе.
压迫,yā pò,反抗**压迫**。 → Сопротивляться угнетению.
牙齿,yá chǐ,**牙齿**很白。 → Зубы белые.
亚军,yà jūn,他得了**亚军**。 → Он занял второе место.
烟花,yān huā,**烟花**很美。 → Фейерверк красивый.
延长,yán cháng,**延长**时间。 → Продлить время.
严肃,yán sù,他态度**严肃**。 → У него серьёзное отношение.
言论,yán lùn,**言论**自由。 → Свобода слова.
岩石,yán shí,**岩石**很硬。 → Скала твёрдая.
炎热,yán rè,夏天**炎热**。 → Лето жаркое.
沿海,yán hǎi,**沿海**地区。 → Прибрежные районы.
眼光,yǎn guāng,他**眼光**好。 → У него хороший глаз.
演讲,yǎn jiǎng,他在**演讲**。 → Он выступает с речью.
演员,yǎn yuán,她是**演员**。 → Она актриса.
宴会,yàn huì,**宴会**很盛大。 → Банкет торжественный.
阳台,yáng tái,**阳台**上有花。 → На балконе цветы.
养成,yǎng chéng,**养成**好习惯。 → Развить хорошие привычки.
痒,yǎng,我手**痒**。 → У меня чешется рука.
样式,yàng shì,我喜欢这**样式**。 → Мне нравится этот фасон.
腰,yāo,我**腰**疼。 → У меня болит поясница.
摇,yáo,他**摇**着头。 → Он качает головой.
咬,yǎo,狗**咬**我了。 → Собака меня укусила.
要不,yào bù,**要不**我去吧。 → Или может я пойду.
要点,yào diǎn,这是**要点**。 → Это основная мысль.
要命,yào mìng,热得**要命**。 → Жарко до смерти.
要是,yào shì,**要是**下雨呢？ → А если дождь?
业务,yè wù,他**业务**熟悉。 → Он знает своё дело.
业余,yè yú,**业余**爱好。 → Любительское хобби.
夜,yè,**夜**深了。 → Поздняя ночь.
一辈子,yī bèi zi,**一辈子**就这么一次。 → Раз в жизни.
一旦,yī dàn,**一旦**决定就不变。 → Раз решил то не передумаю.
一律,yī lǜ,**一律**禁止。 → Полный запрет.
一再,yī zài,他**一再**强调。 → Он неоднократно подчёркивал.
一致,yī zhì,意见**一致**。 → Мнения единодушные.
依然,yī rán,他**依然**爱她。 → Он всё ещё любит её.
移动,yí dòng,请**移动**位置。 → Пожалуйста переместитесь.
移民,yí mín,他**移民**了。 → Он эмигрировал.
遗憾,yí hàn,真**遗憾**。 → Очень жаль.
疑问,yí wèn,我有**疑问**。 → У меня есть вопрос.
乙,yǐ,他考了**乙**等。 → Он получил оценку B.
以及,yǐ jí,书**以及**笔。 → Книги и ручки.
以来,yǐ lái,**以来**他变了。 → С тех пор он изменился.
亿,yì,中国有十几**亿**人。 → В Китае более миллиарда человек.
义务,yì wù,这是**义务**。 → Это долг.
议论,yì lùn,大家在**议论**他。 → Все обсуждают его.
意外,yì wài,真是**意外**。 → Это неожиданно.
意义,yì yì,这有什么**意义**？ → В чём смысл?
因而,yīn ér,我累了**因而**休息。 → Я устал поэтому отдыхаю.
因素,yīn sù,这是重要**因素**。 → Это важный фактор.
银,yín,**银**比金便宜。 → Серебро дешевле золота.
英俊,yīng jùn,他长得**英俊**。 → Он красивый.
英雄,yīng xióng,他是**英雄**。 → Он герой.
迎接,yíng jiē,我去**迎接**他。 → Я иду встречать его.
营养,yíng yǎng,**营养**很重要。 → Питание очень важно.
营业,yíng yè,商店在**营业**。 → Магазин работает.
影子,yǐng zi,他的**影子**很长。 → Его тень длинная.
应付,yìng fu,我能**应付**。 → Я справлюсь.
应用,yìng yòng,**应用**软件。 → Прикладные программы.
拥抱,yōng bào,他们**拥抱**了。 → Они обнялись.
拥挤,yōng jǐ,地铁很**拥挤**。 → Метро переполнено.
勇气,yǒng qì,我有**勇气**。 → У меня есть смелость.
用功,yòng gōng,他**用功**学习。 → Он усердно учится.
用途,yòng tú,**用途**很广。 → Применение широкое.
优惠,yōu huì,这是**优惠**价。 → Это льготная цена.
优美,yōu měi,环境**优美**。 → Окружающая среда красивая.
优势,yōu shì,这是**优势**。 → Это преимущество.
悠久,yōu jiǔ,**悠久**的历史。 → Долгая история.
忧郁,yōu yù,他很**忧郁**。 → Он подавлен.
犹豫,yóu yù,别**犹豫**。 → Не сомневайся.
油炸,yóu zhá,**油炸**食品。 → Жареная во фритюре пища.
游览,yóu lǎn,我们去**游览**长城。 → Мы идём смотреть Великую стену.
有利,yǒu lì,这对你**有利**。 → Это тебе выгодно.
幼儿园,yòu ér yuán,孩子上**幼儿园**。 → Ребёнок ходит в детский сад.
娱乐,yú lè,这是**娱乐**节目。 → Это развлекательная программа.
与其,yǔ qí,**与其**等待不如行动。 → Лучше действовать чем ждать.
语气,yǔ qì,他**语气**严厉。 → Его тон строгий.
玉米,yù mǐ,**玉米**很甜。 → Кукуруза сладкая.
预报,yù bào,天气**预报**。 → Прогноз погоды.
预订,yù dìng,我**预订**了房间。 → Я забронировал номер.
预防,yù fáng,**预防**疾病。 → Профилактика болезней.
元旦,yuán dàn,**元旦**快乐。 → С Новым годом.
原料,yuán liào,**原料**贵了。 → Сырьё подорожало.
原则,yuán zé,这是**原则**问题。 → Это вопрос принципа.
圆,yuán,**圆**形。 → Круглая форма.
缘故,yuán gù,什么**缘故**？ → По какой причине?
愿望,yuàn wàng,我有个**愿望**。 → У меня есть желание.
乐器,yuè qì,他会弹**乐器**。 → Он умеет играть на инструменте.
晕,yūn,我**晕**车。 → Меня укачивает в машине.
运气,yùn qi,他**运气**好。 → Ему везёт.
运输,yùn shū,**运输**货物。 → Перевозить товары.
运用,yùn yòng,**运用**知识。 → Применять знания.
灾害,zāi hài,**灾害**严重。 → Стихийное бедствие серьёзное.
再三,zài sān,他**再三**请求。 → Он многократно просил.
赞成,zàn chéng,我**赞成**。 → Я согласен.
赞美,zàn měi,他**赞美**老师。 → Он хвалит учителя.
糟糕,zāo gāo,**糟糕**了！ → Беда!
造成,zào chéng,这**造成**了损失。 → Это причинило ущерб.
则,zé,如果下雨**则**取消。 → Если пойдёт дождь то отменим.
责备,zé bèi,妈妈**责备**他。 → Мама ругает его.
摘,zhāi,他**摘**了一朵花。 → Он сорвал цветок.
窄,zhǎi,这条路太**窄**。 → Эта дорога слишком узкая.
粘贴,zhān tiē,请**粘贴**邮票。 → Пожалуйста наклейте марку.
展开,zhǎn kāi,**展开**讨论。 → Развернуть дискуссию.
展览,zhǎn lǎn,这是**展览**会。 → Это выставка.
占,zhàn,他**占**了好位置。 → Он занял хорошее место.
战争,zhàn zhēng,反对**战争**。 → Против войны.
长辈,zhǎng bèi,尊敬**长辈**。 → Уважайте старших.
涨,zhǎng,价格**涨**了。 → Цены выросли.
掌握,zhǎng wò,他**掌握**了技术。 → Он овладел техникой.
账户,zhàng hù,我的**账户**。 → Мой счёт.
招待,zhāo dài,**招待**客人。 → Принимать гостей.
着凉,zháo liáng,他**着凉**了。 → Он простудился.
召开,zhào kāi,**召开**会议。 → Созвать собрание.
照常,zhào cháng,**照常**上班。 → Как обычно на работу.
哲学,zhé xué,他学**哲学**。 → Он изучает философию.
真实,zhēn shí,这是**真实**的故事。 → Это правдивая история.
珍惜,zhēn xī,**珍惜**时间。 → Цените время.
诊断,zhěn duàn,医生**诊断**结果。 → Диагноз врача.
阵,zhèn,刮了一**阵**风。 → Подул порыв ветра.
振动,zhèn dòng,**振动**很强。 → Сильная вибрация.
争论,zhēng lùn,他们在**争论**。 → Они спорят.
争取,zhēng qǔ,**争取**胜利。 → Стремиться к победе.
征求,zhēng qiú,**征求**意见。 → Спрашивать мнения.
睁,zhēng,**睁**开眼睛。 → Открой глаза.
整个,zhěng gè,**整个**世界。 → Весь мир.
整齐,zhěng qí,房间很**整齐**。 → Комната аккуратная.
整体,zhěng tǐ,**整体**水平。 → Общий уровень.
正,zhèng,他**正**忙着。 → Он как раз занят.
证件,zhèng jiàn,请出示**证件**。 → Пожалуйста предъявите документы.
证据,zhèng jù,需要**证据**。 → Нужны доказательства.
政府,zhèng fǔ,**政府**支持。 → Правительство поддерживает.
政治,zhèng zhì,他对**政治**感兴趣。 → Он интересуется политикой.
挣,zhèng,他**挣**了很多钱。 → Он заработал много денег.
支,zhī,我有一**支**笔。 → У меня есть ручка.
支持,zhī chí,我**支持**你。 → Я поддерживаю тебя.
支票,zhī piào,请收下**支票**。 → Пожалуйста примите чек.
执照,zhí zhào,他有驾驶**执照**。 → У него водительские права.
直,zhí,这条路很**直**。 → Эта дорога прямая.
指导,zhǐ dǎo,老师**指导**我们。 → Учитель руководит нами.
指挥,zhǐ huī,他**指挥**乐队。 → Он дирижирует оркестром.
至今,zhì jīn,**至今**未解决。 → До сих пор не решено.
至于,zhì yú,**至于**他怎么想就不知道了。 → Что касается его мыслей я не знаю.
志愿者,zhì yuàn zhě,我是**志愿者**。 → Я волонтёр.
制定,zhì dìng,**制定**计划。 → Составить план.
制度,zhì dù,**制度**严格。 → Система строгая.
制造,zhì zào,**制造**产品。 → Производить продукцию.
制作,zhì zuò,**制作**精美。 → Изготовлено прекрасно.
治疗,zhì liáo,**治疗**疾病。 → Лечить болезни.
秩序,zhì xù,维持**秩序**。 → Поддерживать порядок.
智慧,zhì huì,他有**智慧**。 → У него мудрость.
中介,zhōng jiè,房产**中介**。 → Агент по недвижимости.
中心,zhōng xīn,这是**中心**位置。 → Это центральное положение.
中旬,zhōng xún,五月**中旬**。 → Середина мая.
种类,zhǒng lèi,**种类**很多。 → Видов много.
重大,zhòng dà,**重大**事件。 → Важное событие.
重量,zhòng liàng,**重量**有多少？ → Какой вес?
周到,zhōu dào,服务**周到**。 → Сервис заботливый.
猪,zhū,**猪**很可爱。 → Свинья милая.
逐步,zhú bù,**逐步**改善。 → Постепенно улучшать.
逐渐,zhú jiàn,情况**逐渐**好转。 → Ситуация постепенно улучшается.
竹子,zhú zi,熊猫吃**竹子**。 → Панда ест бамбук.
主持,zhǔ chí,他**主持**会议。 → Он ведёт собрание.
主动,zhǔ dòng,他很**主动**。 → Он активный.
主观,zhǔ guān,**主观**看法。 → Субъективное мнение.
主人,zhǔ rén,**主人**热情。 → Хозяин радушный.
主任,zhǔ rèn,他是**主任**。 → Он начальник.
主题,zhǔ tí,**主题**明确。 → Тема ясная.
主席,zhǔ xí,**主席**讲话。 → Председатель выступает.
主张,zhǔ zhāng,我**主张**这样做。 → Я выступаю за такой подход.
煮,zhǔ,**煮**饭。 → Варить рис.
注册,zhù cè,请**注册**账户。 → Пожалуйста зарегистрируйте аккаунт.
祝福,zhù fú,**祝福**你们。 → Благословляю вас.
抓,zhuā,他**抓**住了机会。 → Он ухватил возможность.
抓紧,zhuā jǐn,**抓紧**时间。 → Дорожите временем.
专家,zhuān jiā,他是**专家**。 → Он эксперт.
专心,zhuān xīn,**专心**学习。 → Сосредоточенно учиться.
转变,zhuǎn biàn,态度**转变**了。 → Отношение изменилось.
转告,zhuǎn gào,请**转告**他。 → Пожалуйста передайте ему.
装,zhuāng,他**装**作不知道。 → Он притворяется что не знает.
装饰,zhuāng shì,房间**装饰**漂亮。 → Комната красиво украшена.
装修,zhuāng xiū,房子**装修**好了。 → Дом отремонтирован.
撞,zhuàng,车**撞**了。 → Машины столкнулись.
状况,zhuàng kuàng,**状况**良好。 → Состояние хорошее.
状态,zhuàng tài,他**状态**好。 → Он в хорошем состоянии.
追,zhuī,警察在**追**他。 → Полиция гонится за ним.
追求,zhuī qiú,**追求**梦想。 → Преследовать мечту.
咨询,zī xún,我去**咨询**律师。 → Я иду консультироваться с юристом.
姿势,zī shì,这**姿势**舒服。 → Эта поза удобная.
资格,zī gé,他有**资格**。 → У него есть квалификация.
资金,zī jīn,**资金**充足。 → Капитала достаточно.
资料,zī liào,**资料**齐全。 → Материалы полные.
资源,zī yuán,**资源**丰富。 → Ресурсы богатые.
紫,zǐ,**紫**色花。 → Фиолетовый цветок.
自从,zì cóng,**自从**那以后。 → С тех пор.
自动,zì dòng,**自动**门。 → Автоматическая дверь.
自豪,zì háo,我感到**自豪**。 → Я горжусь.
自觉,zì jué,他**自觉**遵守规则。 → Он сознательно соблюдает правила.
自私,zì sī,他很**自私**。 → Он эгоистичный.
自由,zì yóu,**自由**很重要。 → Свобода очень важна.
自愿,zì yuàn,我**自愿**参加。 → Я добровольно участвую.
字母,zì mǔ,**字母**表。 → Алфавит.
字幕,zì mù,电影有**字幕**。 → У фильма есть субтитры.
综合,zōng hé,**综合**实力。 → Совокупная сила.
宗教,zōng jiào,**宗教**信仰。 → Религиозные убеждения.
总裁,zǒng cái,他是公司**总裁**。 → Он президент компании.
总共,zǒng gòng,**总共**多少钱？ → Сколько всего?
总理,zǒng lǐ,**总理**讲话。 → Премьер-министр выступает.
总算,zǒng suàn,**总算**完成了。 → В конце концов завершил.
总统,zǒng tǒng,**总统**很忙。 → Президент очень занят.
总之,zǒng zhī,**总之**还不错。 → В общем неплохо.
阻止,zǔ zhǐ,我**阻止**了他。 → Я остановил его.
组,zǔ,我们一**组**。 → Мы одна группа.
组成,zǔ chéng,**组成**团队。 → Сформировать команду.
组合,zǔ hé,这是**组合**方式。 → Это комбинированный способ.
组织,zǔ zhī,**组织**活动。 → Организовать мероприятие.
祖国,zǔ guó,我爱**祖国**。 → Я люблю родину.
醉,zuì,他喝**醉**了。 → Он напился.
最初,zuì chū,**最初**我不同意。 → Сначала я не соглашался.
最终,zuì zhōng,**最终**胜利。 → Окончательная победа.
罪犯,zuì fàn,**罪犯**被捕。 → Преступник арестован.
